<<<<<<< HEAD
1:TFTFTT:null:F:F,2:TFTTTT:null:F:F,3:FFTTFT:null:F:F,4:FFTTFT:SuperBat:F:F,5:FTFTFT:Pit:F:F,6:FTTFTF:null:F:F,7:FTTTTT:null:F:F,8:TFTTTT:null:F:F,9:TFTFFT:null:F:F,10:TFTFFT:null:F:F,11:TTTFFT:null:F:F,12:FTFFTT:SuperBat:F:F,13:TTTFFF:null:F:F,14:TFFTFT:Pit:F:F,15:FFTTFT:null:F:T,16:FTTFTT:null:F:F,17:FTTTTT:null:F:F,18:FFTFTT:null:F:F,19:FFTTTT:null:F:F,20:TTFFTT:null:F:F,21:TTFTTF:null:F:F,22:FTFTTF:null:F:F,23:TTFTTT:null:F:F,24:FTFTTF:null:F:F,25:TTTTTF:null:F:F,26:FTTTFT:null:F:F,27:TTTFTF:null:F:F,28:TTTFFT:null:F:F,29:TTFFTF:null:F:F,30:TTTFTF:null:T:F
1:FTTTFT:null:F:F,2:TFFTTT:Pit:F:F,3:TFTTFF:null:F:F,4:TTTFFT:null:F:F,5:FTTFTF:null:F:F,6:TFTTTT:null:F:F,7:TTTFFT:null:F:F,8:TFTTFT:null:F:F,9:TFTTFF:null:F:F,10:FTTFFT:null:F:T,11:FTFTTT:Pit:F:F,12:TFTTFF:null:F:F,13:FFTTTT:SuperBat:F:F,14:TFFTFT:null:F:F,15:TFTTFT:null:F:F,16:FTTTTT:null:F:F,17:TFFFTT:null:T:F,18:TTFFTF:null:F:F,19:TFFTTF:null:F:F,20:TTTTFF:null:F:F,21:TTFFTF:null:F:F,22:TTFTTF:null:F:F,23:FTFFTT:null:F:F,24:FTTFTF:null:F:F,25:TFFFTT:SuperBat:F:F,26:TTFTTF:null:F:F,27:FTFTTT:null:F:F,28:TTFTFF:null:F:F,29:FTTFTF:null:F:F,30:FTTTTT:null:F:F
1:TFFTTT:null:F:F,2:FTTTTF:null:F:F,3:TFTFTT:Pit:F:F,4:FTFTFT:null:F:F,5:FTTFTT:null:F:F,6:FTTTFT:null:F:F,7:TTFTFT:null:F:F,8:TFFTTF:null:F:F,9:FFTTFT:null:F:F,10:TTFFTT:null:F:F,11:FFTTTF:null:F:F,12:TFFFTT:SuperBat:F:F,13:TTTTTF:null:F:F,14:TTFTFT:null:F:F,15:TTTTTF:null:F:F,16:FTFFTT:null:F:F,17:TTTFTF:Pit:F:F,18:FTTFFT:null:F:F,19:TFTTFT:null:F:F,20:TFTTFT:null:F:T,21:TTFTFF:null:F:F,22:FTTTFF:null:F:F,23:FFTTTF:null:F:F,24:FFTFTT:null:F:F,25:TFFTTT:null:F:F,26:TTTFFF:null:F:F,27:TFTTTT:SuperBat:F:F,28:TTTFFT:null:F:F,29:TTFFTT:null:F:F,30:FTTFTF:null:T:F
1:FTTTTT:null:F:F,2:FTTFFT:null:F:F,3:TFTFTF:Pit:F:F,4:TFFTTT:null:F:F,5:FTTTFF:null:F:F,6:FTFFTT:null:F:F,7:TFTFTT:null:F:F,8:FTFFTT:null:F:F,9:FTFTTT:null:F:F,10:TFTTTF:null:F:F,11:TTTFFF:null:F:F,12:FTTTTT:null:T:F,13:FTFTFT:null:F:F,14:FTFTTF:null:F:T,15:TTFTTF:null:F:F,16:TFTTTF:SuperBat:F:F,17:FTTTFT:null:F:F,18:TFTFFT:SuperBat:F:F,19:TTFFFT:null:F:F,20:TTTTFF:null:F:F,21:TTFTTF:null:F:F,22:TTTFTF:null:F:F,23:TFTFTT:null:F:F,24:FFTTFT:null:F:F,25:TFFFTT:null:F:F,26:TFTFTF:Pit:F:F,27:TTTTFT:null:F:F,28:FTFTFT:null:F:F,29:FFTFTT:null:F:F,30:TTTFTT:null:F:F
1:FTTTFT:null:F:F,2:FTFFTT:null:F:F,3:TTFTTF:null:F:F,4:TTFFTF:null:F:F,5:FTFTTF:null:T:F,6:FTFTTF:Pit:F:F,7:TTTTFF:null:F:F,8:FTTFTT:null:F:F,9:TTTFTF:null:F:F,10:FTTFFT:null:F:T,11:TTFFTF:null:F:F,12:TFTTTF:null:F:F,13:TTFFTT:SuperBat:F:F,14:FTTFTF:null:F:F,15:FFTFTT:null:F:F,16:FFTFTT:null:F:F,17:FTFTFT:null:F:F,18:TTFFTF:null:F:F,19:FTTTTF:null:F:F,20:FFTFTT:null:F:F,21:FTTFFT:SuperBat:F:F,22:FTFTFT:Pit:F:F,23:TTFTTT:null:F:F,24:FTFTTF:null:F:F,25:TTTFTF:null:F:F,26:FTFFTT:null:F:F,27:FFFTTT:null:F:F,28:TTFTTF:null:F:F,29:TTFFTF:null:F:F,30:TTTFTF:null:F:F
=======
1:FTTTTT:null:F:F,2:FTTFFT:null:F:F,3:TFTFTF:Pit:F:F,4:TFFTTT:null:F:F,5:FTTTFF:null:F:F,6:FTFFTT:null:F:F,7:TFTFTT:null:F:F,8:FTFFTT:null:F:F,9:FTFTTT:null:F:F,10:TFTTTF:null:F:F,11:TTTFFF:null:F:F,12:FTTTTT:null:T:F,13:FTFTFT:null:F:F,14:FTFTTF:null:F:T,15:TTFTTF:null:F:F,16:TFTTTF:SuperBat:F:F,17:FTTTFT:null:F:F,18:TFTFFT:SuperBat:F:F,19:TTFFFT:null:F:F,20:TTTTFF:null:F:F,21:TTFTTF:null:F:F,22:TTTFTF:null:F:F,23:TFTFTT:null:F:F,24:FFTTFT:null:F:F,25:TFFFTT:null:F:F,26:TFTFTF:Pit:F:F,27:TTTTFT:null:F:F,28:FTFTFT:null:F:F,29:FFTFTT:null:F:F,30:TTTFTT:null:F:F
1:FTTTFT:null:F:F,2:FTFFTT:null:F:F,3:TTFTTF:null:F:F,4:TTFFTF:null:F:F,5:FTFTTF:null:T:F,6:FTFTTF:Pit:F:F,7:TTTTFF:null:F:F,8:FTTFTT:null:F:F,9:TTTFTF:null:F:F,10:FTTFFT:null:F:T,11:TTFFTF:null:F:F,12:TFTTTF:null:F:F,13:TTFFTT:SuperBat:F:F,14:FTTFTF:null:F:F,15:FFTFTT:null:F:F,16:FFTFTT:null:F:F,17:FTFTFT:null:F:F,18:TTFFTF:null:F:F,19:FTTTTF:null:F:F,20:FFTFTT:null:F:F,21:FTTFFT:SuperBat:F:F,22:FTFTFT:Pit:F:F,23:TTFTTT:null:F:F,24:FTFTTF:null:F:F,25:TTTFTF:null:F:F,26:FTFFTT:null:F:F,27:FFFTTT:null:F:F,28:TTFTTF:null:F:F,29:TTFFTF:null:F:F,30:TTTFTF:null:F:F
1:TFTFTT:null:F:F,2:TFTTTT:null:F:F,3:FFTTFT:null:F:F,4:FFTTFT:SuperBat:F:F,5:FTFTFT:Pit:F:F,6:FTTFTF:null:F:F,7:FTTTTT:null:F:F,8:TFTTTT:null:F:F,9:TFTFFT:null:F:F,10:TFTFFT:null:F:F,11:TTTFFT:null:F:F,12:FTFFTT:SuperBat:F:F,13:TTTFFF:null:F:F,14:TFFTFT:Pit:F:F,15:FFTTFT:null:F:T,16:FTTFTT:null:F:F,17:FTTTTT:null:F:F,18:FFTFTT:null:F:F,19:FFTTTT:null:F:F,20:TTFFTT:null:F:F,21:TTFTTF:null:F:F,22:FTFTTF:null:F:F,23:TTFTTT:null:F:F,24:FTFTTF:null:F:F,25:TTTTTF:null:F:F,26:FTTTFT:null:F:F,27:TTTFTF:null:F:F,28:TTTFFT:null:F:F,29:TTFFTF:null:F:F,30:TTTFTF:null:T:F
1:FTTTFT:null:F:F,2:TFFTTT:Pit:F:F,3:TFTTFF:null:F:F,4:TTTFFT:null:F:F,5:FTTFTF:null:F:F,6:TFTTTT:null:F:F,7:TTTFFT:null:F:F,8:TFTTFT:null:F:F,9:TFTTFF:null:F:F,10:FTTFFT:null:F:T,11:FTFTTT:Pit:F:F,12:TFTTFF:null:F:F,13:FFTTTT:SuperBat:F:F,14:TFFTFT:null:F:F,15:TFTTFT:null:F:F,16:FTTTTT:null:F:F,17:TFFFTT:null:T:F,18:TTFFTF:null:F:F,19:TFFTTF:null:F:F,20:TTTTFF:null:F:F,21:TTFFTF:null:F:F,22:TTFTTF:null:F:F,23:FTFFTT:null:F:F,24:FTTFTF:null:F:F,25:TFFFTT:SuperBat:F:F,26:TTFTTF:null:F:F,27:FTFTTT:null:F:F,28:TTFTFF:null:F:F,29:FTTFTF:null:F:F,30:FTTTTT:null:F:F
1:TFFTTT:null:F:F,2:FTTTTF:null:F:F,3:TFTFTT:Pit:F:F,4:FTFTFT:null:F:F,5:FTTFTT:null:F:F,6:FTTTFT:null:F:F,7:TTFTFT:null:F:F,8:TFFTTF:null:F:F,9:FFTTFT:null:F:F,10:TTFFTT:null:F:F,11:FFTTTF:null:F:F,12:TFFFTT:SuperBat:F:F,13:TTTTTF:null:F:F,14:TTFTFT:null:F:F,15:TTTTTF:null:F:F,16:FTFFTT:null:F:F,17:TTTFTF:Pit:F:F,18:FTTFFT:null:F:F,19:TFTTFT:null:F:F,20:TFTTFT:null:F:T,21:TTFTFF:null:F:F,22:FTTTFF:null:F:F,23:FFTTTF:null:F:F,24:FFTFTT:null:F:F,25:TFFTTT:null:F:F,26:TTTFFF:null:F:F,27:TFTTTT:SuperBat:F:F,28:TTTFFT:null:F:F,29:TTFFTT:null:F:F,30:FTTFTF:null:T:F
>>>>>>> f6bb285cb74285be5b42fa3cd75248a5adb7b5a4
